"date", "dow", "shift", "time_start", "time_end", "duration"
2024-09-30, "Monday", "night", 2024-09-30 20:00:00, 2024-10-01 08:00:00, 43200s (~12 hours)
2024-10-01, "Tuesday", "short", 2024-10-01 16:30:00, 2024-10-01 20:00:00, 12600s (~3.5 hours)
2024-10-01, "Tuesday", "night", 2024-10-01 20:00:00, 2024-10-02 08:00:00, 43200s (~12 hours)
2024-10-02, "Wednesday", "short", 2024-10-02 16:30:00, 2024-10-02 20:00:00, 12600s (~3.5 hours)
2024-10-02, "Wednesday", "night", 2024-10-02 20:00:00, 2024-10-03 08:00:00, 43200s (~12 hours)
2024-10-03, "Thursday", "short", 2024-10-03 16:30:00, 2024-10-03 20:00:00, 12600s (~3.5 hours)
2024-10-03, "Thursday", "night", 2024-10-03 20:00:00, 2024-10-04 08:00:00, 43200s (~12 hours)
2024-10-04, "Friday", "short", 2024-10-04 16:30:00, 2024-10-04 20:00:00, 12600s (~3.5 hours)
2024-10-04, "Friday", "night", 2024-10-04 20:00:00, 2024-10-05 08:00:00, 43200s (~12 hours)
2024-10-05, "Saturday", "day", 2024-10-05 08:00:00, 2024-10-05 20:00:00, 43200s (~12 hours)
2024-10-05, "Saturday", "night", 2024-10-05 20:00:00, 2024-10-06 08:00:00, 43200s (~12 hours)
2024-10-06, "Sunday", "day", 2024-10-06 08:00:00, 2024-10-06 20:00:00, 43200s (~12 hours)
2024-10-06, "Sunday", "night", 2024-10-06 20:00:00, 2024-10-07 08:00:00, 43200s (~12 hours)
2024-10-07, "Monday", "short", 2024-10-07 16:30:00, 2024-10-07 20:00:00, 12600s (~3.5 hours)
2024-10-07, "Monday", "night", 2024-10-07 20:00:00, 2024-10-08 08:00:00, 43200s (~12 hours)
2024-10-08, "Tuesday", "night", 2024-10-08 20:00:00, 2024-10-09 08:00:00, 43200s (~12 hours)
2024-10-09, "Wednesday", "short", 2024-10-09 16:30:00, 2024-10-09 20:00:00, 12600s (~3.5 hours)
2024-10-09, "Wednesday", "night", 2024-10-09 20:00:00, 2024-10-10 08:00:00, 43200s (~12 hours)
2024-10-10, "Thursday", "short", 2024-10-10 16:30:00, 2024-10-10 20:00:00, 12600s (~3.5 hours)
2024-10-10, "Thursday", "night", 2024-10-10 20:00:00, 2024-10-11 08:00:00, 43200s (~12 hours)
2024-10-11, "Friday", "short", 2024-10-11 16:30:00, 2024-10-11 20:00:00, 12600s (~3.5 hours)
2024-10-11, "Friday", "night", 2024-10-11 20:00:00, 2024-10-12 08:00:00, 43200s (~12 hours)
2024-10-12, "Saturday", "day", 2024-10-12 08:00:00, 2024-10-12 20:00:00, 43200s (~12 hours)
2024-10-12, "Saturday", "night", 2024-10-12 20:00:00, 2024-10-13 08:00:00, 43200s (~12 hours)
2024-10-13, "Sunday", "day", 2024-10-13 08:00:00, 2024-10-13 20:00:00, 43200s (~12 hours)
2024-10-13, "Sunday", "night", 2024-10-13 20:00:00, 2024-10-14 08:00:00, 43200s (~12 hours)
2024-10-14, "Monday", "holiday", 2024-10-14 08:00:00, 2024-10-15 08:00:00, 86400s (~1 days)
2024-10-15, "Tuesday", "short", 2024-10-15 16:30:00, 2024-10-15 20:00:00, 12600s (~3.5 hours)
2024-10-15, "Tuesday", "night", 2024-10-15 20:00:00, 2024-10-16 08:00:00, 43200s (~12 hours)
2024-10-16, "Wednesday", "short", 2024-10-16 16:30:00, 2024-10-16 20:00:00, 12600s (~3.5 hours)
2024-10-16, "Wednesday", "night", 2024-10-16 20:00:00, 2024-10-17 08:00:00, 43200s (~12 hours)
2024-10-17, "Thursday", "short", 2024-10-17 16:30:00, 2024-10-17 20:00:00, 12600s (~3.5 hours)
2024-10-17, "Thursday", "night", 2024-10-17 20:00:00, 2024-10-18 08:00:00, 43200s (~12 hours)
2024-10-18, "Friday", "short", 2024-10-18 16:30:00, 2024-10-18 20:00:00, 12600s (~3.5 hours)
2024-10-18, "Friday", "night", 2024-10-18 20:00:00, 2024-10-19 08:00:00, 43200s (~12 hours)
2024-10-19, "Saturday", "day", 2024-10-19 08:00:00, 2024-10-19 20:00:00, 43200s (~12 hours)
2024-10-19, "Saturday", "night", 2024-10-19 20:00:00, 2024-10-20 08:00:00, 43200s (~12 hours)
2024-10-20, "Sunday", "day", 2024-10-20 08:00:00, 2024-10-20 20:00:00, 43200s (~12 hours)
2024-10-20, "Sunday", "night", 2024-10-20 20:00:00, 2024-10-21 08:00:00, 43200s (~12 hours)
2024-10-21, "Monday", "short", 2024-10-21 16:30:00, 2024-10-21 20:00:00, 12600s (~3.5 hours)
2024-10-21, "Monday", "night", 2024-10-21 20:00:00, 2024-10-22 08:00:00, 43200s (~12 hours)
2024-10-22, "Tuesday", "short", 2024-10-22 16:30:00, 2024-10-22 20:00:00, 12600s (~3.5 hours)
2024-10-22, "Tuesday", "night", 2024-10-22 20:00:00, 2024-10-23 08:00:00, 43200s (~12 hours)
2024-10-23, "Wednesday", "short", 2024-10-23 16:30:00, 2024-10-23 20:00:00, 12600s (~3.5 hours)
2024-10-23, "Wednesday", "night", 2024-10-23 20:00:00, 2024-10-24 08:00:00, 43200s (~12 hours)
2024-10-24, "Thursday", "short", 2024-10-24 16:30:00, 2024-10-24 20:00:00, 12600s (~3.5 hours)
2024-10-24, "Thursday", "night", 2024-10-24 20:00:00, 2024-10-25 08:00:00, 43200s (~12 hours)
2024-10-25, "Friday", "short", 2024-10-25 16:30:00, 2024-10-25 20:00:00, 12600s (~3.5 hours)
2024-10-25, "Friday", "night", 2024-10-25 20:00:00, 2024-10-26 08:00:00, 43200s (~12 hours)
2024-10-26, "Saturday", "day", 2024-10-26 08:00:00, 2024-10-26 20:00:00, 43200s (~12 hours)
2024-10-26, "Saturday", "night", 2024-10-26 20:00:00, 2024-10-27 08:00:00, 43200s (~12 hours)
2024-10-27, "Sunday", "day", 2024-10-27 08:00:00, 2024-10-27 20:00:00, 43200s (~12 hours)
2024-10-27, "Sunday", "night", 2024-10-27 20:00:00, 2024-10-28 08:00:00, 43200s (~12 hours)
2024-10-28, "Monday", "short", 2024-10-28 16:30:00, 2024-10-28 20:00:00, 12600s (~3.5 hours)
2024-10-28, "Monday", "night", 2024-10-28 20:00:00, 2024-10-29 08:00:00, 43200s (~12 hours)
2024-10-29, "Tuesday", "short", 2024-10-29 16:30:00, 2024-10-29 20:00:00, 12600s (~3.5 hours)
2024-10-29, "Tuesday", "night", 2024-10-29 20:00:00, 2024-10-30 08:00:00, 43200s (~12 hours)
2024-10-30, "Wednesday", "short", 2024-10-30 16:30:00, 2024-10-30 20:00:00, 12600s (~3.5 hours)
2024-10-30, "Wednesday", "night", 2024-10-30 20:00:00, 2024-10-31 08:00:00, 43200s (~12 hours)
2024-10-31, "Thursday", "short", 2024-10-31 16:30:00, 2024-10-31 20:00:00, 12600s (~3.5 hours)
2024-10-31, "Thursday", "night", 2024-10-31 20:00:00, 2024-11-01 08:00:00, 43200s (~12 hours)
2024-11-01, "Friday", "short", 2024-11-01 16:30:00, 2024-11-01 20:00:00, 12600s (~3.5 hours)
2024-11-01, "Friday", "night", 2024-11-01 20:00:00, 2024-11-02 08:00:00, 43200s (~12 hours)
2024-11-02, "Saturday", "day", 2024-11-02 08:00:00, 2024-11-02 20:00:00, 43200s (~12 hours)
2024-11-02, "Saturday", "night", 2024-11-02 20:00:00, 2024-11-03 08:00:00, 46800s (~13 hours)
2024-11-03, "Sunday", "day", 2024-11-03 08:00:00, 2024-11-03 20:00:00, 43200s (~12 hours)
2024-11-03, "Sunday", "night", 2024-11-03 20:00:00, 2024-11-04 08:00:00, 43200s (~12 hours)
2024-11-04, "Monday", "short", 2024-11-04 16:30:00, 2024-11-04 20:00:00, 12600s (~3.5 hours)
2024-11-04, "Monday", "night", 2024-11-04 20:00:00, 2024-11-05 08:00:00, 43200s (~12 hours)
2024-11-05, "Tuesday", "short", 2024-11-05 16:30:00, 2024-11-05 20:00:00, 12600s (~3.5 hours)
2024-11-05, "Tuesday", "night", 2024-11-05 20:00:00, 2024-11-06 08:00:00, 43200s (~12 hours)
2024-11-06, "Wednesday", "short", 2024-11-06 16:30:00, 2024-11-06 20:00:00, 12600s (~3.5 hours)
2024-11-06, "Wednesday", "night", 2024-11-06 20:00:00, 2024-11-07 08:00:00, 43200s (~12 hours)
2024-11-07, "Thursday", "short", 2024-11-07 16:30:00, 2024-11-07 20:00:00, 12600s (~3.5 hours)
2024-11-07, "Thursday", "night", 2024-11-07 20:00:00, 2024-11-08 08:00:00, 43200s (~12 hours)
2024-11-08, "Friday", "short", 2024-11-08 16:30:00, 2024-11-08 20:00:00, 12600s (~3.5 hours)
2024-11-08, "Friday", "night", 2024-11-08 20:00:00, 2024-11-09 08:00:00, 43200s (~12 hours)
2024-11-09, "Saturday", "day", 2024-11-09 08:00:00, 2024-11-09 20:00:00, 43200s (~12 hours)
2024-11-09, "Saturday", "night", 2024-11-09 20:00:00, 2024-11-10 08:00:00, 43200s (~12 hours)
2024-11-10, "Sunday", "night", 2024-11-10 20:00:00, 2024-11-11 08:00:00, 43200s (~12 hours)
2024-11-11, "Monday", "short", 2024-11-11 16:30:00, 2024-11-11 20:00:00, 12600s (~3.5 hours)
2024-11-11, "Monday", "night", 2024-11-11 20:00:00, 2024-11-12 08:00:00, 43200s (~12 hours)
2024-11-12, "Tuesday", "short", 2024-11-12 16:30:00, 2024-11-12 20:00:00, 12600s (~3.5 hours)
2024-11-12, "Tuesday", "night", 2024-11-12 20:00:00, 2024-11-13 08:00:00, 43200s (~12 hours)
2024-11-13, "Wednesday", "night", 2024-11-13 20:00:00, 2024-11-14 08:00:00, 43200s (~12 hours)
2024-11-14, "Thursday", "short", 2024-11-14 16:30:00, 2024-11-14 20:00:00, 12600s (~3.5 hours)
2024-11-14, "Thursday", "night", 2024-11-14 20:00:00, 2024-11-15 08:00:00, 43200s (~12 hours)
2024-11-15, "Friday", "short", 2024-11-15 16:30:00, 2024-11-15 20:00:00, 12600s (~3.5 hours)
2024-11-15, "Friday", "night", 2024-11-15 20:00:00, 2024-11-16 08:00:00, 43200s (~12 hours)
2024-11-16, "Saturday", "day", 2024-11-16 08:00:00, 2024-11-16 20:00:00, 43200s (~12 hours)
2024-11-16, "Saturday", "night", 2024-11-16 20:00:00, 2024-11-17 08:00:00, 43200s (~12 hours)
2024-11-17, "Sunday", "day", 2024-11-17 08:00:00, 2024-11-17 20:00:00, 43200s (~12 hours)
2024-11-17, "Sunday", "night", 2024-11-17 20:00:00, 2024-11-18 08:00:00, 43200s (~12 hours)
2024-11-18, "Monday", "short", 2024-11-18 16:30:00, 2024-11-18 20:00:00, 12600s (~3.5 hours)
2024-11-18, "Monday", "night", 2024-11-18 20:00:00, 2024-11-19 08:00:00, 43200s (~12 hours)
2024-11-19, "Tuesday", "short", 2024-11-19 16:30:00, 2024-11-19 20:00:00, 12600s (~3.5 hours)
2024-11-19, "Tuesday", "night", 2024-11-19 20:00:00, 2024-11-20 08:00:00, 43200s (~12 hours)
2024-11-20, "Wednesday", "short", 2024-11-20 16:30:00, 2024-11-20 20:00:00, 12600s (~3.5 hours)
2024-11-20, "Wednesday", "night", 2024-11-20 20:00:00, 2024-11-21 08:00:00, 43200s (~12 hours)
2024-11-21, "Thursday", "short", 2024-11-21 16:30:00, 2024-11-21 20:00:00, 12600s (~3.5 hours)
2024-11-21, "Thursday", "night", 2024-11-21 20:00:00, 2024-11-22 08:00:00, 43200s (~12 hours)
2024-11-22, "Friday", "short", 2024-11-22 16:30:00, 2024-11-22 20:00:00, 12600s (~3.5 hours)
2024-11-22, "Friday", "night", 2024-11-22 20:00:00, 2024-11-23 08:00:00, 43200s (~12 hours)
2024-11-23, "Saturday", "night", 2024-11-23 20:00:00, 2024-11-24 08:00:00, 43200s (~12 hours)
2024-11-24, "Sunday", "day", 2024-11-24 08:00:00, 2024-11-24 20:00:00, 43200s (~12 hours)
2024-11-24, "Sunday", "night", 2024-11-24 20:00:00, 2024-11-25 08:00:00, 43200s (~12 hours)
2024-11-25, "Monday", "short", 2024-11-25 16:30:00, 2024-11-25 20:00:00, 12600s (~3.5 hours)
2024-11-25, "Monday", "night", 2024-11-25 20:00:00, 2024-11-26 08:00:00, 43200s (~12 hours)
2024-11-26, "Tuesday", "short", 2024-11-26 16:30:00, 2024-11-26 20:00:00, 12600s (~3.5 hours)
2024-11-26, "Tuesday", "night", 2024-11-26 20:00:00, 2024-11-27 08:00:00, 43200s (~12 hours)
2024-11-27, "Wednesday", "short", 2024-11-27 16:30:00, 2024-11-27 20:00:00, 12600s (~3.5 hours)
2024-11-27, "Wednesday", "night", 2024-11-27 20:00:00, 2024-11-28 08:00:00, 43200s (~12 hours)
2024-11-29, "Friday", "short", 2024-11-29 16:30:00, 2024-11-29 20:00:00, 12600s (~3.5 hours)
2024-11-29, "Friday", "night", 2024-11-29 20:00:00, 2024-11-30 08:00:00, 43200s (~12 hours)
2024-11-30, "Saturday", "day", 2024-11-30 08:00:00, 2024-11-30 20:00:00, 43200s (~12 hours)
2024-11-30, "Saturday", "night", 2024-11-30 20:00:00, 2024-12-01 08:00:00, 43200s (~12 hours)
2024-12-01, "Sunday", "day", 2024-12-01 08:00:00, 2024-12-01 20:00:00, 43200s (~12 hours)
2024-12-01, "Sunday", "night", 2024-12-01 20:00:00, 2024-12-02 08:00:00, 43200s (~12 hours)
2024-12-02, "Monday", "short", 2024-12-02 16:30:00, 2024-12-02 20:00:00, 12600s (~3.5 hours)
2024-12-02, "Monday", "night", 2024-12-02 20:00:00, 2024-12-03 08:00:00, 43200s (~12 hours)
2024-12-03, "Tuesday", "short", 2024-12-03 16:30:00, 2024-12-03 20:00:00, 12600s (~3.5 hours)
2024-12-03, "Tuesday", "night", 2024-12-03 20:00:00, 2024-12-04 08:00:00, 43200s (~12 hours)
2024-12-04, "Wednesday", "short", 2024-12-04 16:30:00, 2024-12-04 20:00:00, 12600s (~3.5 hours)
2024-12-04, "Wednesday", "night", 2024-12-04 20:00:00, 2024-12-05 08:00:00, 43200s (~12 hours)
2024-12-05, "Thursday", "short", 2024-12-05 16:30:00, 2024-12-05 20:00:00, 12600s (~3.5 hours)
2024-12-05, "Thursday", "night", 2024-12-05 20:00:00, 2024-12-06 08:00:00, 43200s (~12 hours)
2024-12-06, "Friday", "short", 2024-12-06 16:30:00, 2024-12-06 20:00:00, 12600s (~3.5 hours)
2024-12-06, "Friday", "night", 2024-12-06 20:00:00, 2024-12-07 08:00:00, 43200s (~12 hours)
2024-12-07, "Saturday", "day", 2024-12-07 08:00:00, 2024-12-07 20:00:00, 43200s (~12 hours)
2024-12-07, "Saturday", "night", 2024-12-07 20:00:00, 2024-12-08 08:00:00, 43200s (~12 hours)
2024-12-08, "Sunday", "day", 2024-12-08 08:00:00, 2024-12-08 20:00:00, 43200s (~12 hours)
2024-12-08, "Sunday", "night", 2024-12-08 20:00:00, 2024-12-09 08:00:00, 43200s (~12 hours)
2024-12-09, "Monday", "short", 2024-12-09 16:30:00, 2024-12-09 20:00:00, 12600s (~3.5 hours)
2024-12-09, "Monday", "night", 2024-12-09 20:00:00, 2024-12-10 08:00:00, 43200s (~12 hours)
2024-12-10, "Tuesday", "short", 2024-12-10 16:30:00, 2024-12-10 20:00:00, 12600s (~3.5 hours)
2024-12-10, "Tuesday", "night", 2024-12-10 20:00:00, 2024-12-11 08:00:00, 43200s (~12 hours)
2024-12-11, "Wednesday", "short", 2024-12-11 16:30:00, 2024-12-11 20:00:00, 12600s (~3.5 hours)
2024-12-11, "Wednesday", "night", 2024-12-11 20:00:00, 2024-12-12 08:00:00, 43200s (~12 hours)
2024-12-12, "Thursday", "short", 2024-12-12 16:30:00, 2024-12-12 20:00:00, 12600s (~3.5 hours)
2024-12-12, "Thursday", "night", 2024-12-12 20:00:00, 2024-12-13 08:00:00, 43200s (~12 hours)
2024-12-13, "Friday", "short", 2024-12-13 16:30:00, 2024-12-13 20:00:00, 12600s (~3.5 hours)
2024-12-13, "Friday", "night", 2024-12-13 20:00:00, 2024-12-14 08:00:00, 43200s (~12 hours)
2024-12-14, "Saturday", "day", 2024-12-14 08:00:00, 2024-12-14 20:00:00, 43200s (~12 hours)
2024-12-14, "Saturday", "night", 2024-12-14 20:00:00, 2024-12-15 08:00:00, 43200s (~12 hours)
2024-12-15, "Sunday", "day", 2024-12-15 08:00:00, 2024-12-15 20:00:00, 43200s (~12 hours)
2024-12-15, "Sunday", "night", 2024-12-15 20:00:00, 2024-12-16 08:00:00, 43200s (~12 hours)
2024-12-16, "Monday", "short", 2024-12-16 16:30:00, 2024-12-16 20:00:00, 12600s (~3.5 hours)
2024-12-16, "Monday", "night", 2024-12-16 20:00:00, 2024-12-17 08:00:00, 43200s (~12 hours)
2024-12-17, "Tuesday", "short", 2024-12-17 16:30:00, 2024-12-17 20:00:00, 12600s (~3.5 hours)
2024-12-17, "Tuesday", "night", 2024-12-17 20:00:00, 2024-12-18 08:00:00, 43200s (~12 hours)
2024-12-18, "Wednesday", "short", 2024-12-18 16:30:00, 2024-12-18 20:00:00, 12600s (~3.5 hours)
2024-12-18, "Wednesday", "night", 2024-12-18 20:00:00, 2024-12-19 08:00:00, 43200s (~12 hours)
2024-12-19, "Thursday", "short", 2024-12-19 16:30:00, 2024-12-19 20:00:00, 12600s (~3.5 hours)
2024-12-19, "Thursday", "night", 2024-12-19 20:00:00, 2024-12-20 08:00:00, 43200s (~12 hours)
2024-12-20, "Friday", "short", 2024-12-20 16:30:00, 2024-12-20 20:00:00, 12600s (~3.5 hours)
2024-12-20, "Friday", "night", 2024-12-20 20:00:00, 2024-12-21 08:00:00, 43200s (~12 hours)
2024-12-21, "Saturday", "day", 2024-12-21 08:00:00, 2024-12-21 20:00:00, 43200s (~12 hours)
2024-12-21, "Saturday", "night", 2024-12-21 20:00:00, 2024-12-22 08:00:00, 43200s (~12 hours)
2024-12-22, "Sunday", "day", 2024-12-22 08:00:00, 2024-12-22 20:00:00, 43200s (~12 hours)
2024-12-22, "Sunday", "night", 2024-12-22 20:00:00, 2024-12-23 08:00:00, 43200s (~12 hours)
2024-12-23, "Monday", "short", 2024-12-23 16:30:00, 2024-12-23 20:00:00, 12600s (~3.5 hours)
2024-12-23, "Monday", "night", 2024-12-23 20:00:00, 2024-12-24 08:00:00, 43200s (~12 hours)
2024-12-24, "Tuesday", "short", 2024-12-24 16:30:00, 2024-12-24 20:00:00, 12600s (~3.5 hours)
2024-12-24, "Tuesday", "night", 2024-12-24 20:00:00, 2024-12-25 08:00:00, 43200s (~12 hours)
2024-12-25, "Wednesday", "holiday", 2024-12-25 08:00:00, 2024-12-26 08:00:00, 86400s (~1 days)
2024-12-26, "Thursday", "short", 2024-12-26 16:30:00, 2024-12-26 20:00:00, 12600s (~3.5 hours)
2024-12-26, "Thursday", "night", 2024-12-26 20:00:00, 2024-12-27 08:00:00, 43200s (~12 hours)
2024-12-27, "Friday", "short", 2024-12-27 16:30:00, 2024-12-27 20:00:00, 12600s (~3.5 hours)
2024-12-27, "Friday", "night", 2024-12-27 20:00:00, 2024-12-28 08:00:00, 43200s (~12 hours)
2024-12-28, "Saturday", "day", 2024-12-28 08:00:00, 2024-12-28 20:00:00, 43200s (~12 hours)
2024-12-28, "Saturday", "night", 2024-12-28 20:00:00, 2024-12-29 08:00:00, 43200s (~12 hours)
2024-12-29, "Sunday", "day", 2024-12-29 08:00:00, 2024-12-29 20:00:00, 43200s (~12 hours)
2024-12-29, "Sunday", "night", 2024-12-29 20:00:00, 2024-12-30 08:00:00, 43200s (~12 hours)
2024-12-30, "Monday", "short", 2024-12-30 16:30:00, 2024-12-30 20:00:00, 12600s (~3.5 hours)
2024-12-30, "Monday", "night", 2024-12-30 20:00:00, 2024-12-31 08:00:00, 43200s (~12 hours)
2024-12-31, "Tuesday", "short", 2024-12-31 16:30:00, 2024-12-31 20:00:00, 12600s (~3.5 hours)
2024-12-31, "Tuesday", "night", 2024-12-31 20:00:00, 2025-01-01 08:00:00, 43200s (~12 hours)
